,symbol,name,area,industry,fullname,enname,market,list_date,code,exchange
1129,002682,龙洲股份,福建,公路,龙洲集团股份有限公司,"Longzhou Group Co.,Ltd.",中小板,20120612,sz.002682,深
1130,002683,宏大爆破,广东,化工原料,广东宏大爆破股份有限公司,"Guangdong Hongda Blasting Co.,Ltd",中小板,20120612,sz.002683,深
1131,002684,*ST猛狮,河南,电气设备,猛狮新能源科技(河南)股份有限公司,"Dynavolt Renewable Energy Technology (Henan) Co., Ltd.",中小板,20120612,sz.002684,深
1132,002685,华东重机,江苏,工程机械,无锡华东重型机械股份有限公司,"Wuxi Huadong Heavy Machinery Co., Ltd.",中小板,20120612,sz.002685,深
1133,002686,亿利达,浙江,专用机械,浙江亿利达风机股份有限公司,"Zhejiang Yilida Ventilator Co.,Ltd.",中小板,20120703,sz.002686,深
1134,002687,乔治白,浙江,服饰,浙江乔治白服饰股份有限公司,"Zhejiang Giuseppe Garment Co., Ltd",中小板,20120713,sz.002687,深
1135,002688,金河生物,内蒙,化学制药,金河生物科技股份有限公司,"Jinhe Biotechnology CO.,LTD.",中小板,20120713,sz.002688,深
1136,002689,远大智能,辽宁,运输设备,沈阳远大智能工业集团股份有限公司,"Shenyang Yuanda Intellectual Industry Group Co.,Ltd",中小板,20120717,sz.002689,深
1137,002690,美亚光电,安徽,专用机械,合肥美亚光电技术股份有限公司,Hefei Meyer Optoelectronic Technology Inc.,中小板,20120731,sz.002690,深
1138,002691,冀凯股份,河北,专用机械,冀凯装备制造股份有限公司,"Jikai Equipment Manufacturing Co., Ltd.",中小板,20120731,sz.002691,深
1139,002692,ST远程,江苏,电气设备,远程电缆股份有限公司,"Yuan Cheng Cable Co.,Ltd.",中小板,20120808,sz.002692,深
1140,002693,双成药业,海南,化学制药,海南双成药业股份有限公司,"Hainan Shuangcheng Pharmaceuticals Co., Ltd.",中小板,20120808,sz.002693,深
1141,002694,顾地科技,湖北,塑料,顾地科技股份有限公司,"Goody Science & Technology Co.,Ltd.",中小板,20120816,sz.002694,深
1142,002695,煌上煌,江西,食品,江西煌上煌集团食品股份有限公司,"Jiangxi Huangshanghuang Group Food Co., Ltd.",中小板,20120905,sz.002695,深
1143,002696,百洋股份,广西,渔业,百洋产业投资集团股份有限公司,"Baiyang Investment Group,Inc.",中小板,20120905,sz.002696,深
1144,002697,红旗连锁,四川,超市连锁,成都红旗连锁股份有限公司,"Chengdu Hongqi Chain Co., Ltd.",中小板,20120905,sz.002697,深
1145,002698,博实股份,黑龙江,化工机械,哈尔滨博实自动化股份有限公司,"Harbin Boshi Automation Co., Ltd.",中小板,20120911,sz.002698,深
1146,002699,美盛文化,浙江,影视音像,美盛文化创意股份有限公司,"Meisheng Cultural & Creative Corp, Ltd.",中小板,20120911,sz.002699,深
1147,002700,ST浩源,新疆,供气供热,新疆浩源天然气股份有限公司,"Xinjiang Haoyuan Natural Gas Co.,Ltd.",中小板,20120921,sz.002700,深
1148,002701,奥瑞金,北京,广告包装,奥瑞金科技股份有限公司,"ORG Technology Co.,Ltd.",中小板,20121011,sz.002701,深
1149,002702,海欣食品,福建,食品,海欣食品股份有限公司,"Haixin Foods Co.,Ltd.",中小板,20121011,sz.002702,深
1150,002703,浙江世宝,浙江,汽车配件,浙江世宝股份有限公司,Zhejiang Shibao Company Limited,中小板,20121102,sz.002703,深
1151,002705,新宝股份,广东,家用电器,广东新宝电器股份有限公司,"Guangdong Xinbao Electrical Appliances Holdings Co.,Ltd",中小板,20140121,sz.002705,深
1152,002706,良信股份,上海,电气设备,上海良信电器股份有限公司,"Shanghai Liangxin Electrical Co.,LTD.",中小板,20140121,sz.002706,深
1153,002707,众信旅游,北京,旅游服务,众信旅游集团股份有限公司,"Utour Group Co., Ltd.",中小板,20140123,sz.002707,深
1154,002708,光洋股份,江苏,汽车配件,常州光洋轴承股份有限公司,Changzhou Nrb Corporation,中小板,20140121,sz.002708,深
1155,002709,天赐材料,广东,化工原料,广州天赐高新材料股份有限公司,"Guangzhou Tinci Materials Technology Co., Ltd.",中小板,20140123,sz.002709,深
1156,002712,思美传媒,浙江,广告包装,思美传媒股份有限公司,"Simei Media Co.,Ltd",中小板,20140123,sz.002712,深
1157,002713,东易日盛,北京,装修装饰,东易日盛家居装饰集团股份有限公司,"Dong Yi Ri Sheng Home Decoration Group Co.,Ltd.",中小板,20140219,sz.002713,深
1158,002714,牧原股份,河南,农业综合,牧原食品股份有限公司,"Muyuan Foods Co.,Ltd.",中小板,20140128,sz.002714,深
1159,002715,登云股份,广东,汽车配件,怀集登云汽配股份有限公司,"Huaiji Dengyun Auto-Parts (Holding) Co.,Ltd.",中小板,20140219,sz.002715,深
1160,002716,金贵银业,湖南,小金属,郴州市金贵银业股份有限公司,"Chenzhou City Jingui Silver Industry Co., Ltd",中小板,20140128,sz.002716,深
1161,002717,岭南股份,广东,环境保护,岭南生态文旅股份有限公司,"Lingnan Eco&Culture-Tourism Co., Ltd.",中小板,20140219,sz.002717,深
1162,002718,友邦吊顶,浙江,家居用品,浙江友邦集成吊顶股份有限公司,"Zhejiang Youpon Integrated Ceiling Co., Ltd.",中小板,20140128,sz.002718,深
1163,002719,*ST麦趣,新疆,乳制品,麦趣尔集团股份有限公司,"Maiquer Group Co.,Ltd",中小板,20140128,sz.002719,深
1164,002721,金一文化,北京,服饰,北京金一文化发展股份有限公司,"Beijing Kingee Culture Development Co.,Ltd.",中小板,20140127,sz.002721,深
1165,002722,金轮股份,江苏,纺织机械,金轮蓝海股份有限公司,"Geron Co., Ltd.",中小板,20140128,sz.002722,深
1166,002723,金莱特,广东,家用电器,广东金莱特电器股份有限公司,"Kennede Electronics MFG. Co., Ltd.",中小板,20140129,sz.002723,深
1167,002724,海洋王,深圳,半导体,海洋王照明科技股份有限公司,"Ocean'S King Lighting Science & Technology Co., Ltd.",中小板,20141104,sz.002724,深
1168,002725,跃岭股份,浙江,汽车配件,浙江跃岭股份有限公司,"Zhejiang Yueling Co.,Ltd",中小板,20140129,sz.002725,深
1169,002726,龙大肉食,山东,食品,山东龙大肉食品股份有限公司,"Shandong Longda Meat Foodstuff Co.,Ltd.",中小板,20140626,sz.002726,深
1170,002727,一心堂,云南,医药商业,一心堂药业集团股份有限公司,"Yixintang Pharmaceutical Co., Ltd.",中小板,20140702,sz.002727,深
1171,002728,特一药业,广东,中成药,特一药业集团股份有限公司,"TEYI PHARMACEUTICAL GROUP CO.,LTD",中小板,20140731,sz.002728,深
1172,002729,好利来,福建,元器件,好利来(中国)电子科技股份有限公司,"Hollyland (China) Electronics Technology Corp.,Ltd.",中小板,20140912,sz.002729,深
1173,002730,电光科技,浙江,电气设备,电光防爆科技股份有限公司,"Dianguang Explosion-Proof Technology Co., Ltd.",中小板,20141009,sz.002730,深
1174,002731,萃华珠宝,辽宁,服饰,沈阳萃华金银珠宝股份有限公司,"Shenyang Cuihua Gold and Silver Jewelry Co., Ltd.",中小板,20141104,sz.002731,深
1175,002732,燕塘乳业,广东,乳制品,广东燕塘乳业股份有限公司,"Guangdong Yantang Dairy Co.,Ltd.",中小板,20141205,sz.002732,深
1176,002733,雄韬股份,深圳,电气设备,深圳市雄韬电源科技股份有限公司,"Shenzhen Center Power Tech Co.,Ltd.",中小板,20141203,sz.002733,深
1177,002734,利民股份,江苏,农药化肥,利民控股集团股份有限公司,"Limin Group Co., Ltd.",中小板,20150127,sz.002734,深
1178,002735,王子新材,深圳,塑料,深圳王子新材料股份有限公司,"Shenzhen Prince New Materials Co.,Ltd.",中小板,20141203,sz.002735,深
1179,002736,国信证券,深圳,证券,国信证券股份有限公司,"Guosen Securities Co.,Ltd.",中小板,20141229,sz.002736,深
1180,002737,葵花药业,黑龙江,中成药,葵花药业集团股份有限公司,"Sunflower Pharmaceutical Group Co.,Ltd",中小板,20141230,sz.002737,深
1181,002738,中矿资源,北京,小金属,中矿资源集团股份有限公司,"Sinomine Resource Group Co., Ltd.",中小板,20141230,sz.002738,深
1182,002739,万达电影,北京,影视音像,万达电影股份有限公司,"Wanda Film Holding Co., Ltd",中小板,20150122,sz.002739,深
1183,002740,爱迪尔,福建,服饰,福建省爱迪尔珠宝实业股份有限公司,"Fujian Ideal Jewellery Industrial Co.,Ltd",中小板,20150122,sz.002740,深
1184,002741,光华科技,广东,化工原料,广东光华科技股份有限公司,"Guangdong Guanghua Sci-Tech Co., Ltd",中小板,20150216,sz.002741,深
1185,002742,三圣股份,重庆,其他建材,重庆三圣实业股份有限公司,"Chongqing Sansheng Industrial Co.,Ltd.",中小板,20150217,sz.002742,深
1186,002743,富煌钢构,安徽,钢加工,安徽富煌钢构股份有限公司,"Anhui Fuhuang Steel Structure Co.,Ltd.",中小板,20150217,sz.002743,深
1187,002745,木林森,广东,电气设备,木林森股份有限公司,"MLS Co.,Ltd.",中小板,20150217,sz.002745,深
1188,002746,仙坛股份,山东,农业综合,山东仙坛股份有限公司,"Shandong Xiantan Co.,Ltd.",中小板,20150216,sz.002746,深
1189,002747,埃斯顿,江苏,机械基件,南京埃斯顿自动化股份有限公司,"Estun Automation Co.,Ltd",中小板,20150320,sz.002747,深
1190,002748,世龙实业,江西,化工原料,江西世龙实业股份有限公司,"Jiangxi Selon Industrial Co., Ltd.",中小板,20150319,sz.002748,深
1191,002749,国光股份,四川,农药化肥,四川国光农化股份有限公司,"Sichuan Guoguang Agrochemical Co., Ltd.",中小板,20150320,sz.002749,深
1192,002750,龙津药业,云南,中成药,昆明龙津药业股份有限公司,"Kunming Longjin Pharmaceutical Co., Ltd.",中小板,20150324,sz.002750,深
1193,002751,易尚展示,深圳,家居用品,深圳市易尚展示股份有限公司,"Shenzhen ESUN Display Co., Ltd.",中小板,20150424,sz.002751,深
1194,002752,昇兴股份,福建,广告包装,昇兴集团股份有限公司,Sunrise Group Company Limited,中小板,20150422,sz.002752,深
1195,002753,永东股份,山西,化工原料,山西永东化工股份有限公司,"Shanxi Yongdong Chemistry Industry Co.,Ltd.",中小板,20150519,sz.002753,深
1196,002755,奥赛康,北京,化学制药,北京奥赛康药业股份有限公司,"Beijing Aosaikang Pharmaceutical Co., Ltd.",中小板,20150515,sz.002755,深
1197,002756,永兴材料,浙江,特种钢,永兴特种材料科技股份有限公司,"Yongxing Special Materials Technology Co.,Ltd",中小板,20150515,sz.002756,深
1198,002757,南兴股份,广东,专用机械,南兴装备股份有限公司,"Nanxing Machinery Co., Ltd.",中小板,20150527,sz.002757,深
1199,002758,浙农股份,浙江,医药商业,浙农集团股份有限公司,"ZJAMP Group Co., Ltd.",中小板,20150527,sz.002758,深
1200,002759,天际股份,广东,家用电器,广东天际电器股份有限公司,"Guangdong Tonze Electric Co.,Ltd.",中小板,20150528,sz.002759,深
1201,002760,凤形股份,安徽,机械基件,安徽省凤形耐磨材料股份有限公司,"Anhui Fengxing Wear Resistant Materials Co.,Ltd.",中小板,20150611,sz.002760,深
1202,002761,浙江建投,浙江,建筑工程,浙江省建设投资集团股份有限公司,"Zhejiang Construction Investment Group Co.,Ltd",中小板,20150610,sz.002761,深
1203,002762,金发拉比,广东,服饰,金发拉比妇婴童用品股份有限公司,"Jinfa Labi Maternity & Baby Articles Co., Ltd.",中小板,20150610,sz.002762,深
1204,002763,汇洁股份,深圳,服饰,深圳汇洁集团股份有限公司,"Shenzhen Huijie Group Co., Ltd.",中小板,20150610,sz.002763,深
1205,002765,蓝黛科技,重庆,汽车配件,蓝黛科技集团股份有限公司,"Landai Technology Group Corp., Ltd.",中小板,20150612,sz.002765,深
1206,002766,*ST索菱,深圳,汽车配件,深圳市索菱实业股份有限公司,"Shenzhen Soling Industrial Co.,Ltd.",中小板,20150611,sz.002766,深
1207,002767,先锋电子,浙江,电器仪表,杭州先锋电子技术股份有限公司,"Hangzhou Innover Technology Co., Ltd.",中小板,20150612,sz.002767,深
1208,002768,国恩股份,山东,塑料,青岛国恩科技股份有限公司,"Qingdao Gon Technology Co., Ltd.",中小板,20150630,sz.002768,深
1209,002769,普路通,深圳,仓储物流,深圳市普路通供应链管理股份有限公司,"Shenzhen Prolto Supply Chain Management Co., Ltd.",中小板,20150629,sz.002769,深
1210,002770,*ST科迪,河南,乳制品,河南科迪乳业股份有限公司,"Henan Kedi Dairy Co.,Ltd.",中小板,20150630,sz.002770,深
1211,002771,真视通,北京,软件服务,北京真视通科技股份有限公司,Beijing Transtrue Technology Inc.,中小板,20150629,sz.002771,深
1212,002772,众兴菌业,甘肃,种植业,天水众兴菌业科技股份有限公司,"Tianshui Zhongxing Bio-Technology Co.,Ltd.",中小板,20150626,sz.002772,深
1213,002773,康弘药业,四川,化学制药,成都康弘药业集团股份有限公司,"Chengdu Kanghong Pharmaceutical Group Co., Ltd",中小板,20150626,sz.002773,深
1214,002774,快意电梯,广东,运输设备,快意电梯股份有限公司,"IFE Elevators Co.,Ltd.",中小板,20170324,sz.002774,深
1215,002775,文科园林,深圳,建筑工程,深圳文科园林股份有限公司,"Shenzhen Wenke Landscape Co.,Ltd.",中小板,20150629,sz.002775,深
1216,002776,ST柏龙,广东,服饰,广东柏堡龙股份有限公司,"Guangdong Bobaolon Co.,Ltd.",中小板,20150626,sz.002776,深
1217,002777,久远银海,四川,软件服务,四川久远银海软件股份有限公司,"Sichuan Jiuyuan Yinhai Software Co.,Ltd",中小板,20151231,sz.002777,深
1218,002778,中晟高科,江苏,石油加工,江苏中晟高科环境股份有限公司,"Jiangsu Zhongsheng Gaoke Environmental Co.,Ltd.",中小板,20160106,sz.002778,深
1219,002779,中坚科技,浙江,农用机械,浙江中坚科技股份有限公司,"Zhejiang Zhongjian Technology Co ,.Ltd.",中小板,20151209,sz.002779,深
1220,002780,三夫户外,北京,其他商业,北京三夫户外用品股份有限公司,"Beijing Sanfo Outdoor Products Co., Ltd",中小板,20151209,sz.002780,深
1221,002781,奇信股份,深圳,装修装饰,深圳市奇信集团股份有限公司,"Shenzhen Qixin Group Co.,Ltd.",中小板,20151222,sz.002781,深
1222,002782,可立克,深圳,电气设备,深圳可立克科技股份有限公司,"Shenzhen Click Technology Co., Ltd.",中小板,20151222,sz.002782,深
1223,002783,凯龙股份,湖北,化工原料,湖北凯龙化工集团股份有限公司,"Hubei Kailong Chemical Group Co.,Ltd",中小板,20151209,sz.002783,深
1224,002785,万里石,福建,其他建材,厦门万里石股份有限公司,"Xiamen Wanli Stone Stock Co.,Ltd",中小板,20151223,sz.002785,深
1225,002786,银宝山新,深圳,专用机械,深圳市银宝山新科技股份有限公司,"Shenzhen Silver Basis Technology Co.,Ltd.",中小板,20151223,sz.002786,深
1226,002787,华源控股,江苏,广告包装,苏州华源控股股份有限公司,"Suzhou Hycan Holdings Co., Ltd",中小板,20151231,sz.002787,深
1227,002788,鹭燕医药,福建,医药商业,鹭燕医药股份有限公司,"Luyan Pharma Co.,Ltd",中小板,20160218,sz.002788,深
1228,002789,建艺集团,深圳,装修装饰,深圳市建艺装饰集团股份有限公司,"Shenzhen Jianyi Decoration Group Co.,Ltd.",中小板,20160311,sz.002789,深
1229,002790,瑞尔特,福建,家居用品,厦门瑞尔特卫浴科技股份有限公司,"Xiamen R&T Plumbing Technology Co., Ltd.",中小板,20160308,sz.002790,深
1230,002791,坚朗五金,广东,其他建材,广东坚朗五金制品股份有限公司,"Guangdong Kinlong Hardware Products Co.,Ltd.",中小板,20160329,sz.002791,深
1231,002792,通宇通讯,广东,通信设备,广东通宇通讯股份有限公司,Tongyu Communication Inc.,中小板,20160328,sz.002792,深
1232,002793,罗欣药业,浙江,化学制药,罗欣药业集团股份有限公司,"Luoxin Pharmaceuticals Group Stock Co., Ltd.",中小板,20160415,sz.002793,深
1233,002795,永和智控,浙江,机械基件,永和流体智控股份有限公司,"Yorhe Fluid Intelligent Control Co., Ltd",中小板,20160428,sz.002795,深
1234,002796,世嘉科技,江苏,通信设备,苏州市世嘉科技股份有限公司,Suzhou Shijia Science & Technology Inc.,中小板,20160510,sz.002796,深
1235,002797,第一创业,深圳,证券,第一创业证券股份有限公司,"First Capital Securities Co.,Ltd",中小板,20160511,sz.002797,深
1236,002798,帝欧家居,四川,家居用品,帝欧家居股份有限公司,"D&O Home Collection Co.,Ltd",中小板,20160525,sz.002798,深
1237,002799,环球印务,陕西,广告包装,西安环球印务股份有限公司,"Xi'An Global Printing Co., Ltd",中小板,20160608,sz.002799,深
1238,002800,天顺股份,新疆,仓储物流,新疆天顺供应链股份有限公司,"Xinjiang Tianshun Supply Chain Co.,Ltd.",中小板,20160530,sz.002800,深
1239,002801,微光股份,浙江,电气设备,杭州微光电子股份有限公司,"Hangzhou Weiguang Electronic Co.,Ltd.",中小板,20160622,sz.002801,深
1240,002802,洪汇新材,江苏,化工原料,无锡洪汇新材料科技股份有限公司,"Wuxi Honghui New Materials Technology Co.,Ltd.",中小板,20160629,sz.002802,深
1241,002803,吉宏股份,福建,互联网,厦门吉宏科技股份有限公司,"Xiamen Jihong Technology Co.,Ltd",中小板,20160712,sz.002803,深
1242,002805,丰元股份,山东,化工原料,山东丰元化学股份有限公司,"Shandong Fengyuan Chemical Co.,Ltd.",中小板,20160707,sz.002805,深
1243,002806,华锋股份,广东,元器件,广东华锋新能源科技股份有限公司,"Guangdong Huafeng New Energy Technology Co.,Ltd.",中小板,20160726,sz.002806,深
1244,002807,江阴银行,江苏,银行,江苏江阴农村商业银行股份有限公司,"Jiangsu Jiangyin Rural Commercial Bank Co.,Ltd.",中小板,20160902,sz.002807,深
1245,002808,恒久科技,江苏,元器件,苏州恒久光电科技股份有限公司,Suzhou Goldengreen Technologies Ltd.,中小板,20160812,sz.002808,深
1246,002809,红墙股份,广东,化工原料,广东红墙新材料股份有限公司,"Guangdong Redwall New Materials Co., Ltd.",中小板,20160823,sz.002809,深
1247,002810,山东赫达,山东,化工原料,山东赫达股份有限公司,"Shandong Head Co., Ltd.",中小板,20160826,sz.002810,深
1248,002811,郑中设计,深圳,装修装饰,深圳市郑中设计股份有限公司,"Shenzhen Cheng Chung Design Co.,Ltd.",中小板,20160908,sz.002811,深
1249,002812,恩捷股份,云南,塑料,云南恩捷新材料股份有限公司,"Yunnan Energy New Material Co.,Ltd.",中小板,20160914,sz.002812,深
1250,002813,路畅科技,深圳,汽车配件,深圳市路畅科技股份有限公司,"Shenzhen Roadrover Technology Co., Ltd.",中小板,20161012,sz.002813,深
1251,002815,崇达技术,深圳,元器件,崇达技术股份有限公司,"Suntak Technology Co., Ltd.",中小板,20161012,sz.002815,深
1252,002816,和科达,深圳,专用机械,深圳市和科达精密清洗设备股份有限公司,"Shenzhen Hekeda Precision Cleaning Equipment Co., Ltd.",中小板,20161025,sz.002816,深
1253,002817,黄山胶囊,安徽,化学制药,安徽黄山胶囊股份有限公司,"Anhui Huangshan Capsule Co.,Ltd.",中小板,20161025,sz.002817,深
1254,002818,富森美,四川,其他商业,成都富森美家居股份有限公司,"Chengdu Fusen Noble-House Industrial Co.,Ltd.",中小板,20161109,sz.002818,深
1255,002819,东方中科,北京,电器仪表,北京东方中科集成科技股份有限公司,"Beijing Oriental Jicheng  Co., Ltd.",中小板,20161111,sz.002819,深
1256,002820,桂发祥,天津,食品,天津桂发祥十八街麻花食品股份有限公司,"Tianjin Guifaxiang 18th Street Mahua Food Co., Ltd.",中小板,20161118,sz.002820,深
1257,002821,凯莱英,天津,生物制药,凯莱英医药集团(天津)股份有限公司,"Asymchem Laboratories (Tianjin) Co., Ltd.",中小板,20161118,sz.002821,深
1258,002822,中装建设,深圳,装修装饰,深圳市中装建设集团股份有限公司,"Shenzhen Zhongzhuang Construction Group Co.,Ltd.",中小板,20161129,sz.002822,深
1259,002823,凯中精密,深圳,机械基件,深圳市凯中精密技术股份有限公司,"Shenzhen Kaizhong Precision Technology Co.,Ltd.",中小板,20161124,sz.002823,深
1260,002824,和胜股份,广东,铝,广东和胜工业铝材股份有限公司,"Guangdong Hoshion Aluminium Co.,Ltd.",中小板,20170112,sz.002824,深
1261,002825,纳尔股份,上海,化工原料,上海纳尔实业股份有限公司,"Shanghai Nar Industrial Co., Ltd.",中小板,20161129,sz.002825,深
1262,002826,易明医药,西藏,中成药,西藏易明西雅医药科技股份有限公司,Tibet Aim Pharm. Inc.,中小板,20161209,sz.002826,深
1263,002827,高争民爆,西藏,化工原料,西藏高争民爆股份有限公司,"Tibet Gaozheng Explosive Co., Ltd.",中小板,20161209,sz.002827,深
1264,002828,贝肯能源,新疆,石油开采,新疆贝肯能源工程股份有限公司,"Xinjiang Beiken Energy Engineering Co.,Ltd.",中小板,20161208,sz.002828,深
1265,002829,星网宇达,北京,通信设备,北京星网宇达科技股份有限公司,"BeiJing StarNeto Technology Co.,Ltd.",中小板,20161213,sz.002829,深
1266,002830,名雕股份,深圳,装修装饰,深圳市名雕装饰股份有限公司,"Shenzhen Mingdiao Decoration Co., Ltd.",中小板,20161213,sz.002830,深
1267,002831,裕同科技,深圳,广告包装,深圳市裕同包装科技股份有限公司,"Shenzhen Yuto Packaging Technology Co., Ltd.",中小板,20161216,sz.002831,深
1268,002832,比音勒芬,广东,服饰,比音勒芬服饰股份有限公司,"Biem.L.Fdlkk Garment Co.,Ltd.",中小板,20161223,sz.002832,深
1269,002833,弘亚数控,广东,专用机械,广州弘亚数控机械股份有限公司,"Guangzhou Kdt Machinery Co.,Ltd.",中小板,20161228,sz.002833,深
1270,002835,同为股份,深圳,元器件,深圳市同为数码科技股份有限公司,"Shenzhen Tvt Digital Technology Co.,Ltd.",中小板,20161228,sz.002835,深
1271,002836,新宏泽,广东,广告包装,广东新宏泽包装股份有限公司,"Guangdong New Grand Long Packing Co.,Ltd.",中小板,20161229,sz.002836,深
1272,002837,英维克,深圳,专用机械,深圳市英维克科技股份有限公司,"Shenzhen Envicool Technology Co.,Ltd.",中小板,20161229,sz.002837,深
1273,002838,道恩股份,山东,塑料,山东道恩高分子材料股份有限公司,"Shandong Dawn Polymer Co.,Ltd.",中小板,20170106,sz.002838,深
1274,002839,张家港行,江苏,银行,江苏张家港农村商业银行股份有限公司,"Jiangsu Zhangjiagang Rural Commercial Bank Co.,Ltd",中小板,20170124,sz.002839,深
1275,002840,华统股份,浙江,食品,浙江华统肉制品股份有限公司,"Zhejiang Huatong Meat Products Co., Ltd.",中小板,20170110,sz.002840,深
1276,002841,视源股份,广东,元器件,广州视源电子科技股份有限公司,Guangzhou Shiyuan Electronic Technology Company Limited,中小板,20170119,sz.002841,深
1277,002842,翔鹭钨业,广东,小金属,广东翔鹭钨业股份有限公司,"Guangdong Xianglu Tungsten Co., Ltd.",中小板,20170119,sz.002842,深
1278,002843,泰嘉股份,湖南,钢加工,湖南泰嘉新材料科技股份有限公司,"Bichamp Cutting Technology (Hunan)Co.,Ltd.",中小板,20170120,sz.002843,深
1279,002845,同兴达,深圳,元器件,深圳同兴达科技股份有限公司,"Shenzhen TXD Technology Co.,Ltd.",中小板,20170125,sz.002845,深
1280,002846,英联股份,广东,广告包装,广东英联包装股份有限公司,"Guangdong Enpack Packaging Co.,Ltd.",中小板,20170207,sz.002846,深
1281,002847,盐津铺子,湖南,食品,盐津铺子食品股份有限公司,"Yankershop Food Co., Ltd",中小板,20170208,sz.002847,深
1282,002848,高斯贝尔,湖南,通信设备,高斯贝尔数码科技股份有限公司,"Gospell Digital Technology Co., Ltd.",中小板,20170213,sz.002848,深
1283,002849,威星智能,浙江,电器仪表,浙江威星智能仪表股份有限公司,"Zhejiang Viewshine Intelligent Meter Co.,Ltd",中小板,20170217,sz.002849,深
1284,002850,科达利,深圳,机械基件,深圳市科达利实业股份有限公司,"Shenzhen Kedali Industry Co.,Ltd",中小板,20170302,sz.002850,深
1285,002851,麦格米特,深圳,电气设备,深圳麦格米特电气股份有限公司,"Shenzhen Megmeet Electrical Co., Ltd",中小板,20170306,sz.002851,深
1286,002852,道道全,湖南,食品,道道全粮油股份有限公司,"Daodaoquan Grain and Oil Co.,Ltd.",中小板,20170310,sz.002852,深
1287,002853,皮阿诺,广东,家居用品,广东皮阿诺科学艺术家居股份有限公司,"Guangdong Piano Customized Furniture Co.,Ltd.",中小板,20170310,sz.002853,深
1288,002855,捷荣技术,广东,元器件,东莞捷荣技术股份有限公司,"Dongguan Chitwing Technology Co.,Ltd.",中小板,20170321,sz.002855,深
1289,002856,美芝股份,深圳,装修装饰,深圳市美芝装饰设计工程股份有限公司,"Shenzhen Magic Design & Decoration Engineering Co.,Ltd",中小板,20170320,sz.002856,深
1290,002857,三晖电气,河南,电器仪表,郑州三晖电气股份有限公司,"Sms Electric Co.,Ltd.Zhengzhou",中小板,20170323,sz.002857,深
1291,002858,力盛赛车,上海,文教休闲,上海力盛赛车文化股份有限公司,"Shanghai Lisheng Racing Co.,Ltd.",中小板,20170324,sz.002858,深
1292,002859,洁美科技,浙江,元器件,浙江洁美电子科技股份有限公司,"Zhejiang Jiemei Electronic and Technology Co.,Ltd.",中小板,20170407,sz.002859,深
1293,002860,星帅尔,浙江,电气设备,杭州星帅尔电器股份有限公司,"Hangzhou Star Shuaier Electric Appliance Co.,Ltd.",中小板,20170412,sz.002860,深
1294,002861,瀛通通讯,湖北,通信设备,瀛通通讯股份有限公司,"YingTong Telecommunication Co., Ltd.",中小板,20170413,sz.002861,深
1295,002862,实丰文化,广东,文教休闲,实丰文化发展股份有限公司,"Shifeng Cultural Development Co., Ltd.",中小板,20170411,sz.002862,深
1296,002863,今飞凯达,浙江,汽车配件,浙江今飞凯达轮毂股份有限公司,"Zhejiang Jinfei Kaida Wheel Co.,Ltd.",中小板,20170418,sz.002863,深
1297,002864,盘龙药业,陕西,中成药,陕西盘龙药业集团股份有限公司,Shaanxi Panlong Pharmaceutical Group Limited By Share Ltd,中小板,20171116,sz.002864,深
1298,002865,钧达股份,海南,汽车配件,海南钧达汽车饰件股份有限公司,"Hainan Drinda Automotive Trim Co.,Ltd.",中小板,20170425,sz.002865,深
1299,002866,传艺科技,江苏,IT设备,江苏传艺科技股份有限公司,"Jiangsu Transimage Technology Co., Ltd.",中小板,20170426,sz.002866,深
1300,002867,周大生,深圳,服饰,周大生珠宝股份有限公司,"Chow Tai Seng Jewellery Co.,Ltd.",中小板,20170427,sz.002867,深
1301,002868,绿康生化,福建,农业综合,绿康生化股份有限公司,"Lifecome Biochemistry Co., Ltd.",中小板,20170503,sz.002868,深
1302,002869,金溢科技,深圳,通信设备,深圳市金溢科技股份有限公司,"Shenzhen Genvict Technologies Co., Ltd.",中小板,20170515,sz.002869,深
1303,002870,香山股份,广东,汽车配件,广东香山衡器集团股份有限公司,Guangdong Senssun Weighing Apparatus Group Ltd.,中小板,20170515,sz.002870,深
1304,002871,伟隆股份,山东,机械基件,青岛伟隆阀门股份有限公司,"Qingdao Weflo Valve Co., Ltd.",中小板,20170511,sz.002871,深
1305,002872,ST天圣,重庆,化学制药,天圣制药集团股份有限公司,"Tiansheng Pharmaceutical Group Co., Ltd",中小板,20170519,sz.002872,深
1306,002873,新天药业,贵州,中成药,贵阳新天药业股份有限公司,"Guiyang Xintian Pharmaceutical Co.,Ltd.",中小板,20170519,sz.002873,深
1307,002875,安奈儿,深圳,服饰,深圳市安奈儿股份有限公司,"ANNIL Co.,Ltd",中小板,20170601,sz.002875,深
1308,002876,三利谱,深圳,元器件,深圳市三利谱光电科技股份有限公司,"Shenzhen Sunnypol Optoelectronics Co., Ltd",中小板,20170525,sz.002876,深
1309,002877,智能自控,江苏,电器仪表,无锡智能自控工程股份有限公司,"Wuxi Smart Auto-Control Engineering Co.,Ltd.",中小板,20170605,sz.002877,深
1310,002878,元隆雅图,北京,文教休闲,北京元隆雅图文化传播股份有限公司,"Beijing Yuanlong Yato Culture Dissemination Co.,Ltd.",中小板,20170606,sz.002878,深
1311,002879,长缆科技,湖南,电气设备,长缆电工科技股份有限公司,"Chang Lan Electric Technology Co.,Ltd.",中小板,20170707,sz.002879,深
